Product_ID,Product_Name,Category,Subcategory,Estimated_Total_Units_Sold_in_2025,Estimated_Revenue_in_2025_USD,Price_From_EUR,Price_To_EUR,WarehouseName,WarehouseCode,WarehouseGLN,WarehouseAddress,IsSameDayAvailable,IsNextDayAvailable,IsNormalDeliveryAvailable,Country_Of_Origin,CO2_Footprint_kg,Packaging_Type,Repairability_Score,Estimated_Lifespan_Years,Material_Recyclable_Pct,Eco_Label,Carbon_Neutral_Certified
PROD-2025-0521,Premium Personal Care Gadgets Oil,Beauty & Skincare,Personal Care Gadgets,15172,2169596,98.44,164.68,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,Germany,,Minimal Packaging,,,60,,FALSE
PROD-2025-0522,Premium SaaS Subscriptions Course,Digital Goods,SaaS Subscriptions,43905,5312505,99.36,123.28,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,FALSE,UK,0,Digital - No Packaging,,,,,
PROD-2025-0523,Vital Educational Toys Bottle,Baby,Educational Toys,84696,5759328,28.52,96.6,Bol - BFC XL,BFCXL,8.71425E+12,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,FALSE,TRUE,Denmark,22.23,Mixed Plastic+Cardboard,5,,,,FALSE
PROD-2025-0524,Nano Smart Pet Feeders Treats,Pet,Smart Pet Feeders,69846,9499056,103.04,147.2,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,,13.84,Plastic,2,,,,FALSE
PROD-2025-0525,Smart Athleisure Sneakers,Fashion,Athleisure,29574,3888981,117.76,124.2,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,Bangladesh,9.59,Minimal Packaging,,,,,FALSE
PROD-2025-0526,Wireless Pet Grooming Tools Bowl,Pet,Pet Grooming Tools,53441,2939255,46.92,54.28,Bol - Ingram Micro,INGRAM,8.71242E+12,"Veerweg 16, 5145 NS Waalwijk",FALSE,FALSE,TRUE,,5.12,,2,1.2,71,,FALSE
PROD-2025-0527,Pure Personal Care Gadgets Lipstick,Beauty & Skincare,Personal Care Gadgets,54581,8732960,125.12,169.28,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",TRUE,TRUE,TRUE,,11.62,Plastic,,,,,
PROD-2025-0528,Sustainable Kitchen Gadgets Shelf,Home & Garden,Kitchen Gadgets,101388,11558232,80.96,128.8,Bol - BFC XL,BFCXL,8.71425E+12,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,FALSE,TRUE,Italy,,Plastic,,,29,,FALSE
PROD-2025-0529,Minimalist Phone Accessories Earbuds,Electronics,Phone Accessories,25139,4638145.5,124.2,215.28,Bol - Ingram Micro,INGRAM,8.71242E+12,"Veerweg 16, 5145 NS Waalwijk",FALSE,TRUE,TRUE,,17.82,Plastic,5,5,,,FALSE
PROD-2025-0530,Ergonomic Eco-friendly Diapers Stroller,Baby,Eco-friendly Diapers,47159,6177829,80.04,161,Bol - BFC XL 2,BFCXL2,8.71425E+12,"Rietgraaf 10, 6678 PJ Oosterhout",FALSE,TRUE,TRUE,USA,,Mixed Plastic+Cardboard,6,,22,,FALSE
PROD-2025-0531,Pure Zero-waste Kits Utensils,Eco-Friendly,Zero-waste Kits,97838,14480024,128.8,143.52,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,Sweden,25.98,Biodegradable,4,,47,,TRUE
PROD-2025-0532,Zen Charging Solutions Speaker,Electronics,Charging Solutions,14585,590692.5,17.48,57.04,Bol - Ingram Micro,INGRAM,8.71242E+12,"Veerweg 16, 5145 NS Waalwijk",FALSE,TRUE,TRUE,,,Mixed Plastic+Cardboard,8,3.1,,EU Ecolabel,FALSE
PROD-2025-0533,Zen SaaS Subscriptions Masterclass,Digital Goods,SaaS Subscriptions,34752,5299680,126.96,153.64,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,FALSE,USA,0,Digital - No Packaging,,,,,
PROD-2025-0534,Glow Organic Baby Clothing Bib,Baby,Organic Baby Clothing,182762,24033203,77.28,164.68,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",TRUE,TRUE,TRUE,Denmark,21.5,Minimal Packaging,2,1,13,Fair Trade,FALSE
PROD-2025-0535,Glow Fragrances Oil,Beauty & Skincare,Fragrances,27945,3395317.5,91.08,132.48,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,France,6.68,Recyclable Cardboard,,1.3,,,FALSE
PROD-2025-0536,Smart Smart Fitness Trackers Dumbbell,Fitness,Smart Fitness Trackers,36544,4293920,80.96,135.24,Bol - BFC XL,BFCXL,8.71425E+12,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,TRUE,TRUE,China,62.89,Recyclable Cardboard,6,,,,FALSE
PROD-2025-0537,Minimalist Zero-waste Kits Bottle,Eco-Friendly,Zero-waste Kits,67544,3985096,19.32,89.24,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,Denmark,3.81,,4,2,86,,FALSE
PROD-2025-0538,Flex Phone Accessories Speaker,Electronics,Phone Accessories,24857,1553562.5,29.44,85.56,Bol - BFC XL 2,BFCXL2,8.71425E+12,"Rietgraaf 10, 6678 PJ Oosterhout",FALSE,TRUE,TRUE,China,24.12,Plastic,4,9.7,49,,FALSE
PROD-2025-0539,Swift Pet Apparel Toy,Pet,Pet Apparel,353285,41687630,70.84,146.28,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,,,Mixed Plastic+Cardboard,2,,23,,FALSE
PROD-2025-0540,Luxe Home Office Decor Desk,Home & Garden,Home Office Decor,23553,4062892.5,118.68,198.72,Bol - BFC XL 2,BFCXL2,8.71425E+12,"Rietgraaf 10, 6678 PJ Oosterhout",TRUE,TRUE,TRUE,Germany,85.56,Foam + Plastic,3,7.5,,,FALSE
PROD-2025-0541,Pure Yoga Gear Mat,Fitness,Yoga Gear,47368,7010464,108.56,163.76,Bol - BFC XL,BFCXL,8.71425E+12,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,FALSE,TRUE,Germany,,Biodegradable,5,11.4,,,FALSE
PROD-2025-0542,Ergonomic Yoga Gear Scale,Fitness,Yoga Gear,34816,2489344,46,85.56,Bol - Ingram Micro,INGRAM,8.71242E+12,"Veerweg 16, 5145 NS Waalwijk",TRUE,TRUE,TRUE,USA,74.64,Plastic,4,7.5,,,FALSE
PROD-2025-0543,Wireless Phone Accessories Speaker,Electronics,Phone Accessories,84568,6258032,37.72,98.44,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,China,40.66,Recyclable Cardboard,,,,,FALSE
PROD-2025-0544,Sustainable Charging Solutions Projector,Electronics,Charging Solutions,74570,9470390,96.6,137.08,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",TRUE,TRUE,TRUE,USA,200.46,,,5,39,,FALSE
PROD-2025-0545,Smart Zero-waste Kits Bottle,Eco-Friendly,Zero-waste Kits,35055,1314562.5,25.76,43.24,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,USA,3.23,Recyclable Cardboard,,7.6,8,Fair Trade,FALSE
PROD-2025-0546,Ergonomic Fragrances Lipstick,Beauty & Skincare,Fragrances,79041,11263342.5,101.2,161,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,South Korea,,Foam + Plastic,1,1.8,46,,FALSE
PROD-2025-0547,Smart Baby Safety Gear Swaddle,Baby,Baby Safety Gear,23531,3423760.5,117.76,149.96,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,China,21.59,,5,,,,FALSE
PROD-2025-0548,Wireless Korean Skincare Brush,Beauty & Skincare,Korean Skincare,33370,3453795,69.92,120.52,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,USA,2.94,Recyclable Cardboard,2,,,,
PROD-2025-0549,Smart Upcycled Fashion Brush,Eco-Friendly,Upcycled Fashion,84618,12904245,111.32,169.28,Bol - BFC XL 2,BFCXL2,8.71425E+12,"Rietgraaf 10, 6678 PJ Oosterhout",TRUE,TRUE,TRUE,Germany,29.05,Foam + Plastic,8,,86,Fair Trade,FALSE
PROD-2025-0550,Portable E-books Tool,Digital Goods,E-books,97581,17564580,128.8,202.4,Bol - BFC XL,BFCXL,8.71425E+12,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,FALSE,FALSE,,0,Digital - No Packaging,,,,,
PROD-2025-0551,Aura Personal Care Gadgets Perfume,Beauty & Skincare,Personal Care Gadgets,85943,10528017.5,103.04,122.36,Bol - BFC XL 2,BFCXL2,8.71425E+12,"Rietgraaf 10, 6678 PJ Oosterhout",FALSE,FALSE,TRUE,Germany,6.84,Plastic,,,,FSC Certified,FALSE
PROD-2025-0552,Pure Organic Baby Clothing Swaddle,Baby,Organic Baby Clothing,14801,1428296.5,51.52,126.04,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,Germany,7.32,Plastic,6,1.5,80,,FALSE
PROD-2025-0553,Wireless Portable Audio Case,Electronics,Portable Audio,79147,3245027,24.84,50.6,Bol - Ingram Micro,INGRAM,8.71242E+12,"Veerweg 16, 5145 NS Waalwijk",FALSE,FALSE,TRUE,China,156.34,,9,2.3,,,FALSE
PROD-2025-0554,Swift Online Courses Preset,Digital Goods,Online Courses,61645,6133677.5,58.88,124.2,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,FALSE,USA,0,Digital - No Packaging,,,,,
PROD-2025-0555,Aura Wearable Tech Case,Electronics,Wearable Tech,61417,3562186,15.64,91.08,Bol - BFC XL 2,BFCXL2,8.71425E+12,"Rietgraaf 10, 6678 PJ Oosterhout",TRUE,TRUE,TRUE,China,214.3,Plastic,9,8.9,43,,FALSE
PROD-2025-0556,Sustainable Recovery Tools Dumbbell,Fitness,Recovery Tools,26032,1548904,10.12,99.36,Bol - BFC XL,BFCXL,8.71425E+12,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,FALSE,TRUE,Taiwan,55.15,Mixed Plastic+Cardboard,,6.5,,,FALSE
PROD-2025-0557,Zen Zero-waste Kits Kit,Eco-Friendly,Zero-waste Kits,305669,47225860.5,112.24,172.04,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,,6.65,Biodegradable,3,,46,EU Ecolabel,FALSE
PROD-2025-0558,Swift Yoga Gear Dumbbell,Fitness,Yoga Gear,27664,4716712,113.16,200.56,Bol - BFC XL 2,BFCXL2,8.71425E+12,"Rietgraaf 10, 6678 PJ Oosterhout",FALSE,TRUE,TRUE,China,,Mixed Plastic+Cardboard,4,6.6,,,FALSE
PROD-2025-0559,Ergonomic Eco-friendly Cleaning Blender,Home & Garden,Eco-friendly Cleaning,24152,3236368,115,131.56,Bol - BFC XL 2,BFCXL2,8.71425E+12,"Rietgraaf 10, 6678 PJ Oosterhout",FALSE,TRUE,TRUE,Germany,157.77,Mixed Plastic+Cardboard,,10.5,,,FALSE
PROD-2025-0560,Pure Biodegradable Products Wrap,Eco-Friendly,Biodegradable Products,53632,8876096,114.08,190.44,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",TRUE,TRUE,TRUE,Denmark,,Biodegradable,,7.2,,EU Ecolabel,
PROD-2025-0561,Premium Zero-waste Kits Utensils,Eco-Friendly,Zero-waste Kits,43132,7052082,137.08,163.76,Bol - BFC XL 2,BFCXL2,8.71425E+12,"Rietgraaf 10, 6678 PJ Oosterhout",FALSE,TRUE,TRUE,Netherlands,32.68,Mixed Plastic+Cardboard,8,7.2,53,EU Ecolabel,FALSE
PROD-2025-0562,Portable Educational Toys Bottle,Baby,Educational Toys,59925,3086137.5,20.24,74.52,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,,,Mixed Plastic+Cardboard,1,,,,FALSE
PROD-2025-0563,Glow Footwear Sneakers,Fashion,Footwear,22098,3115818,91.08,168.36,Bol - BFC XL 2,BFCXL2,8.71425E+12,"Rietgraaf 10, 6678 PJ Oosterhout",FALSE,TRUE,TRUE,,45.52,Mixed Plastic+Cardboard,,2.3,50,,FALSE
PROD-2025-0564,Aura Fragrances Dryer,Beauty & Skincare,Fragrances,485966,42036059,41.4,117.76,Bol - Ingram Micro,INGRAM,8.71242E+12,"Veerweg 16, 5145 NS Waalwijk",TRUE,TRUE,TRUE,,3.62,,3,,59,,FALSE
PROD-2025-0565,Wireless Kitchen Gadgets Vacuum,Home & Garden,Kitchen Gadgets,32920,5662240,114.08,202.4,Bol - BFC XL 2,BFCXL2,8.71425E+12,"Rietgraaf 10, 6678 PJ Oosterhout",FALSE,TRUE,TRUE,Netherlands,111.82,,7,7.9,,,FALSE
PROD-2025-0566,Vital Recovery Tools Scale,Fitness,Recovery Tools,52993,4318929.5,43.24,106.72,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,,12.36,,,3.6,51,,
PROD-2025-0567,Luxe Footwear Scarf,Fashion,Footwear,31060,2873050,81.88,88.32,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,Bangladesh,39.79,,3,4.2,,,FALSE
PROD-2025-0568,Wireless Sustainable Apparel Leggings,Fashion,Sustainable Apparel,14379,905877,36.8,79.12,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,Turkey,,Mixed Plastic+Cardboard,5,4.4,21,,FALSE
PROD-2025-0569,Nano Personal Care Gadgets Brush,Beauty & Skincare,Personal Care Gadgets,81457,11811265,123.28,143.52,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,China,5.87,Mixed Plastic+Cardboard,4,,64,,FALSE
PROD-2025-0570,Organic Charging Solutions Projector,Electronics,Charging Solutions,69678,10765251,128.8,155.48,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,Taiwan,88.49,,,9.6,,,FALSE
PROD-2025-0571,Wireless Organic Baby Clothing Monitor,Baby,Organic Baby Clothing,15909,2672712,116.84,192.28,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,China,15.43,Foam + Plastic,6,,,,TRUE
PROD-2025-0572,Ultra Wearable Tech Adapter,Electronics,Wearable Tech,10869,266290.5,18.4,26.68,Bol - Ingram Micro,INGRAM,8.71242E+12,"Veerweg 16, 5145 NS Waalwijk",FALSE,TRUE,TRUE,South Korea,249.8,Mixed Plastic+Cardboard,,3.3,72,Cradle to Cradle,FALSE
PROD-2025-0573,Pro Baby Safety Gear Pacifier,Baby,Baby Safety Gear,17160,2376660,124.2,130.64,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",TRUE,TRUE,TRUE,Netherlands,11.46,Minimal Packaging,1,,38,,FALSE
PROD-2025-0574,Pro Interactive Pet Toys Bowl,Pet,Interactive Pet Toys,34212,2942232,49.68,108.56,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,Germany,,Mixed Plastic+Cardboard,3,,43,,
PROD-2025-0575,Eco Stock Media Tool,Digital Goods,Stock Media,19092,2644242,108.56,146.28,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,FALSE,,0,Digital - No Packaging,,,,,
PROD-2025-0576,Smart Charging Solutions Earbuds,Electronics,Charging Solutions,49241,7435391,115,162.84,Bol - Ingram Micro,INGRAM,8.71242E+12,"Veerweg 16, 5145 NS Waalwijk",FALSE,TRUE,TRUE,China,,Recyclable Cardboard,4,5,,,FALSE
PROD-2025-0577,Pure Smart Baby Monitors Monitor,Baby,Smart Baby Monitors,13970,461010,12.88,47.84,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,Netherlands,21.86,,,,,,
PROD-2025-0578,Glow Phone Accessories Earbuds,Electronics,Phone Accessories,47849,3253732,39.56,85.56,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,China,131.46,Recyclable Cardboard,9,6,54,,FALSE
PROD-2025-0579,Premium Organic Makeup Dryer,Beauty & Skincare,Organic Makeup,46233,7189231.5,131.56,154.56,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,France,6.73,Recyclable Cardboard,3,1.6,,,FALSE
PROD-2025-0580,Ergonomic Portable Audio Earbuds,Electronics,Portable Audio,41268,2723688,30.36,91.08,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,,61.63,Minimal Packaging,7,3.5,24,,
PROD-2025-0581,Flex Smart Lighting Vacuum,Home & Garden,Smart Lighting,41537,6604383,103.96,188.6,Bol - Ingram Micro,INGRAM,8.71242E+12,"Veerweg 16, 5145 NS Waalwijk",FALSE,FALSE,TRUE,Germany,,,4,19.7,,,
PROD-2025-0582,Organic Menswear Sunglasses,Fashion,Menswear,28300,4825150,130.64,183.08,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",TRUE,TRUE,TRUE,,47.32,Plastic,2,,,,FALSE
PROD-2025-0583,Minimalist Home Office Decor Cleaner,Home & Garden,Home Office Decor,36752,2774776,42.32,96.6,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,China,,,8,,,,FALSE
PROD-2025-0584,Zen Zero-waste Kits Utensils,Eco-Friendly,Zero-waste Kits,99400,9989700,57.96,126.96,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,,,Biodegradable,,9.1,52,EU Ecolabel,FALSE
PROD-2025-0585,Premium Online Courses App,Digital Goods,Online Courses,85492,8976660,50.6,142.6,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,FALSE,USA,0,Digital - No Packaging,,,,EU Ecolabel,
PROD-2025-0586,Eco Home Gym Equipment Dumbbell,Fitness,Home Gym Equipment,74856,2994240,11.04,62.56,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,Germany,97.64,Plastic,6,,,,
PROD-2025-0587,Glow Smart Baby Monitors Monitor,Baby,Smart Baby Monitors,407454,25262148,36.8,77.28,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,,24.24,Biodegradable,6,3.1,,,FALSE
PROD-2025-0588,Nano Zero-waste Kits Bottle,Eco-Friendly,Zero-waste Kits,76562,6622613,54.28,104.88,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,,1.35,Mixed Plastic+Cardboard,8,4.4,,Cradle to Cradle,
PROD-2025-0589,Smart Smart Fitness Trackers Band,Fitness,Smart Fitness Trackers,333904,25543656,49.68,91.08,Bol - Ingram Micro,INGRAM,8.71242E+12,"Veerweg 16, 5145 NS Waalwijk",FALSE,TRUE,TRUE,,93.09,Biodegradable,4,4.9,,,FALSE
PROD-2025-0590,Wireless Biodegradable Products Straws,Eco-Friendly,Biodegradable Products,18900,982800,20.24,75.44,Bol - BFC XL 2,BFCXL2,8.71425E+12,"Rietgraaf 10, 6678 PJ Oosterhout",FALSE,TRUE,TRUE,,39.43,Recyclable Cardboard,8,3.4,74,,FALSE
PROD-2025-0591,Portable Reusable Packaging Bottle,Eco-Friendly,Reusable Packaging,93654,12830598,92.92,159.16,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,Sweden,,Recyclable Cardboard,,8.9,,,FALSE
PROD-2025-0592,Vital Organic Makeup Lipstick,Beauty & Skincare,Organic Makeup,61554,3877902,23,92.92,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,China,,Foam + Plastic,,,,,FALSE
PROD-2025-0593,Zen Fragrances Mask,Beauty & Skincare,Fragrances,437908,18830044,11.04,68.08,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,South Korea,2.49,Recyclable Cardboard,,,,,FALSE
PROD-2025-0594,Zen Womenswear Belt,Fashion,Womenswear,71291,6879581.5,46,131.56,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,China,3.44,Mixed Plastic+Cardboard,1,,77,,FALSE
PROD-2025-0595,Vital Home Office Decor Diffuser,Home & Garden,Home Office Decor,27513,4016898,130.64,138,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,China,,Recyclable Cardboard,5,,8,,FALSE
PROD-2025-0596,Zen Wearable Tech Hub,Electronics,Wearable Tech,24228,496674,14.72,23,Bol - Ingram Micro,INGRAM,8.71242E+12,"Veerweg 16, 5145 NS Waalwijk",FALSE,FALSE,TRUE,South Korea,130.58,Plastic,5,,20,,FALSE
PROD-2025-0597,Ultra Yoga Gear Dumbbell,Fitness,Yoga Gear,405581,16628821,14.72,60.72,Bol - Ingram Micro,INGRAM,8.71242E+12,"Veerweg 16, 5145 NS Waalwijk",FALSE,TRUE,TRUE,China,89.85,Mixed Plastic+Cardboard,,5.4,52,,TRUE
PROD-2025-0598,Zen E-books Course,Digital Goods,E-books,26455,3809520,102.12,162.84,Bol - BFC XL,BFCXL,8.71425E+12,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,FALSE,FALSE,,0,Digital - No Packaging,,,,,
PROD-2025-0599,Smart Eco-friendly Diapers Pacifier,Baby,Eco-friendly Diapers,25834,4908460,129.72,219.88,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,Netherlands,28.87,Recyclable Cardboard,2,2.4,66,,FALSE
PROD-2025-0600,Ultra Digital Planners Preset,Digital Goods,Digital Planners,82292,14154224,136.16,180.32,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,FALSE,USA,0,Digital - No Packaging,,,,,
PROD-2025-0601,Portable Personal Care Gadgets Brush,Beauty & Skincare,Personal Care Gadgets,19758,3250191,116.84,185.84,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,South Korea,6.62,Mixed Plastic+Cardboard,1,,,EU Ecolabel,FALSE
PROD-2025-0602,Smart Pet Apparel Bed,Pet,Pet Apparel,61177,2905907.5,21.16,66.24,Bol - BFC XL 2,BFCXL2,8.71425E+12,"Rietgraaf 10, 6678 PJ Oosterhout",TRUE,TRUE,TRUE,Germany,16.56,Recyclable Cardboard,4,,12,Energy Star,FALSE
PROD-2025-0603,Flex Pet Grooming Tools Shampoo,Pet,Pet Grooming Tools,78994,12165076,126.96,156.4,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,,,Mixed Plastic+Cardboard,2,,,,
PROD-2025-0604,Nano Accessories T-Shirt,Fashion,Accessories,161317,10001654,17.48,96.6,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,,38.16,Plastic,3,3.6,,,
PROD-2025-0605,Ultra Eco-friendly Diapers Carrier,Baby,Eco-friendly Diapers,40065,5929620,105.8,166.52,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,,13.86,Mixed Plastic+Cardboard,3,3,59,,
PROD-2025-0606,Ergonomic Pet Apparel Feeder,Pet,Pet Apparel,298410,12384015,17.48,58.88,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,China,16.63,Mixed Plastic+Cardboard,,2.9,56,Cradle to Cradle,FALSE
PROD-2025-0607,Minimalist Wearable Tech Adapter,Electronics,Wearable Tech,79332,5592906,20.24,109.48,Bol - Ingram Micro,INGRAM,8.71242E+12,"Veerweg 16, 5145 NS Waalwijk",FALSE,TRUE,TRUE,Japan,,Mixed Plastic+Cardboard,,8.1,,,
PROD-2025-0608,Aura Zero-waste Kits Kit,Eco-Friendly,Zero-waste Kits,28671,1218517.5,21.16,57.04,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,USA,,Minimal Packaging,,,,,
PROD-2025-0609,Premium Pet Grooming Tools Carrier,Pet,Pet Grooming Tools,30278,4057252,77.28,169.28,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,China,15.09,,2,,66,,FALSE
PROD-2025-0610,Sustainable Digital Planners Asset,Digital Goods,Digital Planners,47779,3559535.5,40.48,96.6,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,FALSE,USA,0,Digital - No Packaging,,,,,
PROD-2025-0611,Aura Pet Grooming Tools Brush,Pet,Pet Grooming Tools,87765,4958722.5,41.4,62.56,Bol - BFC XL,BFCXL,8.71425E+12,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,FALSE,TRUE,,10.81,Mixed Plastic+Cardboard,3,1.5,,,
